,eneos_vwap_trend,vwap_morning_meanrevert,lasertec_ma25_support,bank_absorption
2025-11-26,-0.00424245917387127,0.0,0.015032361454288741,0.01574931501784584
2025-11-27,0.0,0.0,0.015032361454288741,0.020560175922940786
2025-11-28,0.0,0.0,0.015032361454288741,0.023115558002058237
2025-12-01,-0.004298635477582957,0.0,0.015032361454288741,0.02102236220472439
2025-12-02,0.0,0.0,0.00985215512259245,0.009349386230567327
2025-12-03,-0.006617120994739255,0.0,0.00985215512259245,-0.004588687292053678
2025-12-04,0.0,-0.016814141414141438,0.00985215512259245,-0.004588687292053678
2025-12-05,0.0,0.0,0.004671948790896159,-0.004588687292053678
2025-12-08,0.0,0.0,0.004671948790896159,-0.004588687292053678
2025-12-09,0.0,0.0,0.004671948790896159,-0.005721236066285649
2025-12-10,0.0,0.0,0.004671948790896159,-0.0019819751280175523
2025-12-11,0.0,0.0,0.004671948790896159,-0.0019819751280175523
2025-12-12,0.006001463191586742,0.0,0.004671948790896159,-0.0019819751280175523
2025-12-15,0.0,0.0,0.004671948790896159,-0.0019819751280175523
2025-12-16,0.0,0.0,0.0,-0.0019819751280175523
2025-12-17,-0.01222592242194902,0.0,0.0071245826292666466,0.0
2025-12-18,0.0,0.0,0.0071245826292666466,0.0
2025-12-19,-0.001322509225092294,0.0,0.0071245826292666466,0.0
2025-12-22,0.0,0.0,0.0071245826292666466,0.0
2025-12-23,0.0,0.0,0.0071245826292666466,0.0
2025-12-24,0.0,0.0,0.0071245826292666466,0.0
2025-12-25,0.0,0.0,0.0071245826292666466,0.0
2025-12-26,0.0,0.0,0.0071245826292666466,0.0
2025-12-29,0.0,0.0,0.0071245826292666466,0.0
2025-12-30,0.0,0.0,0.01643537307563961,0.0
2026-01-05,0.0,0.0,0.025746163522012568,0.0
2026-01-06,0.011153273427471034,0.0,0.025746163522012568,0.002957306041597887
2026-01-07,0.010455405992184153,0.0,0.025746163522012568,0.002957306041597887
2026-01-08,0.0,0.0,0.025746163522012568,0.002957306041597887
2026-01-09,2.6803243704698688e-05,0.0,0.025746163522012568,0.002957306041597887
2026-01-13,0.0,0.0,0.019657268953124512,0.002957306041597887
2026-01-14,0.0,0.0,0.019657268953124512,0.007913262169732751
2026-01-15,0.0,0.0,0.019657268953124512,0.007913262169732751
2026-01-16,0.0,0.0,0.019657268953124512,0.007913262169732751
2026-01-19,-0.01573360961458774,0.0,0.013568374384236455,0.007913262169732751
2026-01-20,0.0,0.0,0.013568374384236455,0.007913262169732751
2026-01-21,0.0,0.0,0.013568374384236455,0.0
2026-01-22,0.0032072144288576966,0.012093625701172851,0.013568374384236455,-0.0013884030399060367
2026-01-23,0.0,0.0,0.013568374384236455,-0.0013884030399060367
2026-01-26,0.0,0.0,0.013568374384236455,-0.0013884030399060367
2026-01-27,0.007703727714748877,0.0,0.0,-0.0005690668282462596
2026-01-28,0.0,0.0,0.0,-0.0005690668282462596
2026-01-29,0.0,-0.0020943356132060147,0.0,0.0057997278796533035
2026-01-30,0.0,0.0,0.0,0.0057997278796533035
2026-02-02,0.0,0.0,0.0,0.007778071771808938
2026-02-03,0.0,0.0,-0.010039999999999999,0.01649913486381252
2026-02-04,0.011030678466076705,0.0,-0.010039999999999999,0.01649913486381252
2026-02-05,0.0,0.0,-0.010039999999999999,0.01459839297652156
2026-02-06,0.0,0.0,-0.010039999999999999,0.01459839297652156
2026-02-09,-0.009107767328457016,0.0,-0.010039999999999999,0.014775450882170702
2026-02-10,0.0,0.0,-0.010039999999999999,-0.007224313840072873
2026-02-12,0.0,0.0,-0.010039999999999999,-0.007224313840072873
2026-02-13,0.018526359256710267,0.0,-0.010039999999999999,-0.00976801531776487
2026-02-16,0.0,0.0,-0.010039999999999999,-0.006841335143273392
2026-02-17,0.0,0.0,-0.010039999999999999,-0.006652236629588715
2026-02-18,0.0,0.0,0.0,-0.0027575132693685254
2026-02-19,0.0,0.0,0.0,-0.0027575132693685254
2026-02-20,0.0,0.0,0.0,-0.0027575132693685254
2026-02-24,-0.009765244536940764,0.0,0.0,-0.0051394485201113095
2026-02-25,0.0,0.0,0.0,0.01282108695493779
2026-02-26,0.0,0.0,0.0,-0.0005443550068312954
2026-02-27,0.0,0.0,0.0,-0.0034209941560318547
2026-03-02,-0.018533860863831284,-0.01309935026580038,0.0,-0.0036205596045929857
2026-03-03,0.02287935222672062,0.0,0.0,-0.0036205596045929857
2026-03-04,0.0,-0.005164637833441943,0.0,-0.005873084155854986
2026-03-05,0.017315112075198823,0.0,0.0,-0.0002298376402577707
2026-03-06,0.0,0.0,0.0,0.0012346917148903032
2026-03-09,-0.0037872788859616862,0.03471809065467375,0.0,0.0017849320795130378
2026-03-10,0.0,0.0,0.0,0.0017849320795130378
2026-03-11,0.0,0.004547773501924103,0.0,0.00038866666677468383
2026-03-12,-3.045084996304812e-05,0.0,0.0,0.0
2026-03-13,0.0054997050147493455,0.003842906390877765,0.0,0.0015532590942836232
2026-03-16,0.01698165680473369,0.0,0.0,0.00036349521878360715
2026-03-17,-0.007349524506217996,0.0,0.0,0.00036349521878360715
2026-03-18,0.01764032543332146,0.0,0.0,0.00036349521878360715
2026-03-19,0.0,0.0,0.0,0.00036349521878360715
2026-03-23,-0.006623259432127648,0.0,0.0,0.00638098569861414
2026-03-24,0.0,0.009458629259323458,0.011692355637030258,0.01358824005394469
2026-03-25,0.008959251259899225,0.0,0.011692355637030258,0.01358824005394469
2026-03-26,0.0,0.0,0.011692355637030258,0.01358824005394469
2026-03-27,0.0,0.0,0.011692355637030258,0.01358824005394469
2026-03-30,0.01695127478753551,0.0,0.011692355637030258,0.0
2026-03-31,-0.009341344778254702,0.031538016585525755,0.011692355637030258,0.004001632653061229
2026-04-01,0.0,0.0,0.011692355637030258,0.005521509968149121
2026-04-02,0.024667750677506775,-0.0031118492933189684,0.011692355637030258,0.005521509968149121
2026-04-03,0.0,0.0,0.011692355637030258,0.00907250978254748
2026-04-06,0.0,0.0,0.011692355637030258,0.007625789936839594
2026-04-07,0.0,0.0,0.0,0.008531829257784188
2026-04-08,0.011412352345595633,-0.012564216928535198,0.0,0.00602495486618507
2026-04-09,0.009545130315500706,0.0,0.0,0.00602495486618507
2026-04-10,-0.0028613220815752348,0.0,0.0,1.7437612496631395e-05
2026-04-13,0.0,0.0,0.0,-0.0027056042266425636
2026-04-14,0.0,0.0,0.0,-0.0027056042266425636
2026-04-15,0.0,0.0,0.0,-0.0026121022078035992
2026-04-16,0.0,0.0,0.0,-0.0026121022078035992
2026-04-17,0.01393691756272404,0.0,0.0,-0.004517909595026046
2026-04-20,0.0,0.0,0.0,-0.011027368421052638
2026-04-21,0.004479879879879922,0.0,0.0,-0.011027368421052638
2026-04-22,-0.006502212051868783,0.0,0.0,0.0037453411046662476
2026-04-23,0.0,-0.0001221450402888898,0.0,0.0054677925643005065
2026-04-24,0.0,0.0,0.0,0.005797372533410413
2026-04-27,0.0,0.0,0.0,0.008200906955476565
2026-04-28,0.0,0.0,0.0,0.008200906955476565
2026-04-30,-0.02048497489378147,0.0,0.0,0.00784940396215458
2026-05-01,0.0,0.0,0.0,0.009951325447657738
2026-05-07,0.0,0.0,-0.010039999999999999,0.011206872675319404
2026-05-08,0.0,0.0,-0.010039999999999999,0.005693060674468117
2026-05-11,-0.0030748184944592743,0.004612531328320913,-0.010039999999999999,0.004204552812713885
2026-05-12,0.0,0.0,-0.010039999999999999,0.003546793714007999
2026-05-13,0.0,0.0,-0.010039999999999999,0.0019976394325798494
2026-05-14,0.0,0.0,-0.010039999999999999,0.0011669583185936801
2026-05-15,-0.02214714338370798,-0.011820467496723152,-0.010039999999999999,0.004253099496274454
2026-05-18,-0.019540483929216302,0.0,-0.010039999999999999,0.00652227130157623
2026-05-19,-0.006247953216374324,-0.0004,-0.010039999999999999,0.01229440217484328
