date,atm_iv,atm_iv_next,skew,term,dte_near,iv_chg5,rv20,vrp,skew_z,ivchg5_z,atm_z
2016-08-29,18.535821428571428,21.681183333333333,6.810012499999999,-3.1453619047619057,11,1.0750071428571424,19.323045912902007,-0.7872244843305793,,,
2016-08-30,17.694378571428572,21.328966666666666,5.7717874999999985,-3.634588095238094,10,0.17064285714285887,19.282306245256702,-1.5879276738281298,,,
2016-08-31,17.382835714285715,21.262025,6.004950000000001,-3.8791892857142862,9,-0.0481999999999978,18.692317731191253,-1.3094820169055374,,,
2016-09-01,17.507641666666665,21.44056666666667,6.477662500000001,-3.9329250000000044,8,-0.024933333333336805,17.054298773394407,0.4533428932722572,,,
2016-09-02,19.394333333333336,21.575116666666666,7.473725000000002,-2.1807833333333306,7,0.6396547619047652,16.803943480251714,2.5903898530816214,,,
2016-09-05,21.16596428571429,21.465066666666665,4.126887499999999,-0.29910238095237673,39,2.630142857142861,16.86107462315491,4.304889662559379,,,
2016-09-06,21.029892857142855,21.395575,4.024137499999998,-0.3656821428571462,38,3.3355142857142823,14.78670689087057,6.243185966272284,,,
2016-09-07,20.487428571428573,21.08951666666667,4.404724999999999,-0.6020880952380949,37,3.1045928571428583,14.749604101190899,5.737824470237674,,,
2016-09-08,19.971271428571427,20.699333333333335,4.5611,-0.7280619047619084,36,2.4636297619047625,14.78880950252722,5.182461926044207,,,
2016-09-09,18.970792857142857,20.306557142857145,4.2798750000000005,-1.335764285714287,35,-0.4235404761904782,14.277786900706504,4.6930059564363535,,,
2016-09-12,21.283366666666666,21.76515,6.025962500000002,-0.48178333333333256,32,0.11740238095237743,15.557041349736856,5.72632531692981,,,
2016-09-13,19.805707142857145,20.794178571428574,6.1863125,-0.9884714285714296,31,-1.22418571428571,14.446199413208868,5.359507729648277,,,
2016-09-14,20.506792857142855,21.19462857142857,6.306975000000001,-0.6878357142857148,30,0.019364285714281948,14.296010783856,6.210782073286856,,,
2016-09-15,22.08212142857143,22.33392142857143,6.765214285714286,-0.25179999999999936,29,2.110850000000003,13.912047012601558,8.170074415969871,,,
2016-09-16,21.220685714285715,21.69017857142857,7.552962500000003,-0.46949285714285693,28,2.249892857142857,14.083362569523844,7.13732314476187,,,
2016-09-20,21.269192857142855,21.45122142857143,6.7406875,-0.18202857142857454,24,-0.014173809523811087,14.039937372278304,7.2292554848645505,,,
2016-09-21,18.192500000000003,20.181541666666668,4.396700000000003,-1.9890416666666653,23,-1.6132071428571422,15.420208314609374,2.7722916853906288,,,
2016-09-23,15.604892857142858,18.55625,6.851862499999999,-2.951357142857141,21,-4.901899999999998,15.362753139391758,0.24213971775109933,,,
2016-09-26,16.56586666666667,18.938175,6.477599999999999,-2.372308333333333,18,-5.5162547619047615,16.02385608180007,0.542010584866599,,,
2016-09-27,15.987191666666666,18.718008333333334,6.325775,-2.7308166666666676,17,-5.233494047619049,15.649200985183453,0.33799068148321254,,,
2016-09-28,17.195549999999997,19.139585714285715,7.116512499999999,-1.944035714285718,16,-4.073642857142858,14.140515859300635,3.0550341406993624,,,
2016-09-29,15.968758333333334,18.434616666666663,5.898562500000001,-2.4658583333333297,15,-2.223741666666669,15.059673644973087,0.909084688360247,,,
2016-09-30,18.221933333333332,19.457608333333333,8.1712125,-1.2356750000000005,14,2.617040476190475,15.448026189583782,2.7739071437495504,,,
2016-10-03,17.12197857142857,18.34995,8.101825000000002,-1.2279714285714292,11,0.5561119047619023,15.83375159307661,1.288226978351961,,,
2016-10-04,15.787892857142857,17.883435714285717,6.410712499999999,-2.09554285714286,10,-0.19929880952380863,16.166701678047083,-0.37880882090422574,,,
2016-10-05,16.345925,18.409858333333332,5.110731944444446,-2.063933333333331,9,-0.8496249999999961,16.082037660192817,0.2638873398071837,,,
2016-10-06,16.306785714285716,18.605707142857142,6.1566875,-2.2989214285714255,8,0.3380273809523828,16.156947528441595,0.14983818584412134,,,
2016-10-07,16.2471,18.77212857142857,5.124400000000001,-2.525028571428571,7,-1.9748333333333328,16.117690240425688,0.12940975957431178,,,
2016-10-11,17.85904285714286,18.082135714285712,7.0103875,-0.2230928571428521,31,0.7370642857142897,16.474883712151346,1.3841591449915143,,,
2016-10-12,18.09715,18.271885714285716,6.850937500000001,-0.17473571428571688,30,2.309257142857142,16.93883399532335,1.1583160046766494,,,
2016-10-13,18.9155,18.956835714285713,7.939599999999999,-0.04133571428571159,29,2.5695750000000004,15.775622712127573,3.1398772878724284,,,
2016-10-14,17.47562142857143,18.091471428571428,8.3349375,-0.6158499999999982,28,1.1688357142857129,15.823994620299512,1.6516268082719172,,,
2016-10-17,17.522785714285714,17.991914285714287,8.372762500000002,-0.46912857142857334,25,1.2756857142857143,15.602955420935785,1.9198302933499285,,,
2016-10-18,16.726264285714286,17.300014285714283,7.755624999999998,-0.5737499999999969,24,-1.1327785714285739,14.782070645239259,1.944193640475028,,,
2016-10-19,16.594614285714286,17.27068571428571,7.606362500000001,-0.6760714285714258,23,-1.5025357142857132,14.65244064838473,1.9421736373295566,,,
2016-10-20,15.481650000000002,16.49807857142857,7.663237500000001,-1.0164285714285697,22,-3.4338499999999996,15.238671195768838,0.24297880423116425,,,
2016-10-21,15.870533333333334,16.837833333333332,7.315268055555556,-0.967299999999998,21,-1.605088095238095,13.97810253770385,1.892430795629485,,,
2016-10-24,16.356364285714285,16.954321428571426,7.205037500000001,-0.5979571428571404,18,-1.1664214285714287,13.896358446114002,2.4600058396002833,,,
2016-10-25,15.882178571428572,16.550021428571426,6.235962499999999,-0.6678428571428547,17,-0.8440857142857148,13.017606346222541,2.8645722252060306,,,
2016-10-26,15.29487142857143,16.35397857142857,7.318852777777778,-1.0591071428571404,16,-1.2997428571428564,12.82682945735505,2.4680419712163797,,,
2016-10-27,15.869150000000001,16.43657857142857,7.390966666666666,-0.5674285714285681,15,0.3874999999999993,11.689840055594756,4.1793099444052455,,,
2016-10-28,15.501942857142858,16.254414285714283,7.0867875,-0.7524714285714253,14,-0.3685904761904766,11.024022659140213,4.477920198002645,,,
2016-10-31,17.444435714285717,16.98332142857143,8.287368055555554,0.46111428571428803,11,1.088071428571432,9.160106821099857,8.28432889318586,,,
2016-11-01,16.940600000000003,17.028592857142854,10.288037500000002,-0.08799285714285077,10,1.0584214285714317,8.886660142823539,8.053939857176465,,,
2016-11-02,23.06129285714286,19.86785714285714,14.854849999999995,3.1934357142857195,9,7.76642142857143,11.164925534173452,11.896367322969407,,,
2016-11-04,30.490178571428572,22.3047,18.605487500000002,8.185478571428572,7,14.621028571428571,12.204529554040155,18.285649017388415,,,
2016-11-07,20.878735714285714,19.621314285714284,8.025054166666667,1.2574214285714298,32,5.376792857142856,13.346703588165129,7.532032126120585,,,
2016-11-08,20.080585714285714,19.153021428571428,8.237506944444444,0.9275642857142863,31,2.636149999999997,13.303712556342346,6.776873157943369,,,
2016-11-09,24.110457142857143,22.358842857142857,8.280437499999998,1.751614285714286,30,7.16985714285714,23.54539439306349,0.565062749793654,,,
2016-11-10,18.366589285714284,19.631441666666667,6.704947499999999,-1.2648523809523837,29,-4.694703571428576,33.30086826576646,-14.934278980052177,,,
2016-11-11,19.544935714285714,19.9136875,6.286925,-0.3687517857142879,28,-10.945242857142858,33.23995115087968,-13.69501543659397,,,
2016-11-14,20.03927142857143,20.1036,6.0840250000000005,-0.06432857142857173,25,-0.8394642857142856,33.66630842872207,-13.62703700015064,,,
2016-11-15,19.24185,20.0313375,6.391868055555555,-0.7894874999999999,24,-0.8387357142857148,33.67890027212492,-14.437050272124921,,,
2016-11-16,18.712264285714284,18.767935714285713,5.763744444444445,-0.05567142857142926,23,-5.39819285714286,33.81804403636977,-15.105779750655486,,,
2016-11-17,17.447485714285712,20.033549999999998,5.461122222222222,-2.5860642857142864,22,-0.9191035714285718,33.829958099524674,-16.382472385238962,,,
2016-11-18,17.287057142857144,18.237392857142858,5.255370833333334,-0.9503357142857141,21,-2.25787857142857,33.59291240920065,-16.305855266343507,,,
2016-11-21,16.856607142857143,17.922449999999998,5.1048222222222215,-1.0658428571428544,18,-3.182664285714285,33.593662915088736,-16.737055772231592,,,
2016-11-22,16.813492857142855,17.919192857142857,6.271365277777775,-1.1057000000000023,17,-2.428357142857145,33.59404660786235,-16.7805537507195,,,
2016-11-24,17.165357142857143,17.757042857142856,6.093813888888889,-0.5916857142857133,15,-1.5469071428571404,33.63465386025512,-16.469296717397977,,,
2016-11-25,17.463385714285714,18.000114285714286,7.544222222222224,-0.5367285714285721,14,0.015900000000002024,33.631805313644676,-16.168419599358963,,,
2016-11-28,18.26787142857143,17.75527142857143,9.464275,0.5125999999999991,11,0.9808142857142848,33.59444432776781,-15.326572899196382,,,
2016-11-29,18.525775,17.5818875,9.609255555555556,0.9438874999999989,10,1.669167857142856,33.62410784449927,-15.098332844499271,,,
2016-11-30,18.82061875,17.4087625,8.686044444444445,1.4118562499999996,9,2.0071258928571467,33.60858119687253,-14.787962446872527,,,
2016-12-01,19.13755714285714,17.573114285714286,10.753580555555555,1.5644428571428541,8,1.9721999999999973,33.74129895458148,-14.60374181172434,,,
2016-12-02,21.3807375,18.04370625,11.145155555555554,3.337031249999999,7,3.9173517857142848,32.98367944813471,-11.60294194813471,,,
2016-12-05,18.108307142857143,19.870283333333333,5.936931944444442,-1.7619761904761901,39,-0.1595642857142856,32.67420953737922,-14.565902394522077,,,
2016-12-06,17.47555,19.155987500000002,4.135444444444445,-1.6804375000000036,38,-1.050225000000001,32.3659751978997,-14.890425197899702,,,
2016-12-07,16.396749999999997,18.540950000000002,4.472844444444444,-2.144200000000005,37,-2.423868750000004,32.36597786848005,-15.969227868480054,,,
2016-12-08,16.983192857142857,18.62806666666667,3.874231944444446,-1.644873809523812,36,-2.1543642857142835,23.928939669843864,-6.945746812701007,,,
2016-12-09,17.492328571428573,19.35857142857143,4.6741444444444475,-1.8662428571428578,35,-3.888408928571426,10.626761372090119,6.865567199338454,,,
2016-12-12,17.579625,19.45208125,4.093140000000002,-1.872456249999999,32,-0.5286821428571429,10.652992168888865,6.926632831111135,,,
2016-12-13,16.59832142857143,18.773264285714284,5.287666666666668,-2.1749428571428524,31,-0.8772285714285672,9.646199385013322,6.952122043558109,,,
2016-12-14,16.269528571428573,18.706,6.004833333333332,-2.4364714285714264,30,-0.12722142857142416,9.621541560348938,6.6479870110796355,,,
2016-12-15,16.2638375,18.53643125,5.249715555555557,-2.2725937499999986,29,-0.7193553571428559,9.35428473641442,6.90955276358558,,,
2016-12-16,16.10565,18.6948625,5.608271111111112,-2.5892124999999986,28,-1.3866785714285719,9.292469804946842,6.8131801950531585,,,
2016-12-19,15.87678125,18.563625000000002,6.617344444444443,-2.6868437500000013,25,-1.7028437499999995,9.408892063383572,6.4678891866164285,,,
2016-12-20,14.973357142857143,17.932035714285714,5.813822222222223,-2.958678571428571,24,-1.624964285714288,9.31625039749545,5.657106745361693,,,
2016-12-21,14.710675,18.222625,6.0550322222222235,-3.5119500000000006,23,-1.558853571428573,9.578130530034636,5.132544469965364,,,
2016-12-22,14.10141875,18.019262500000004,6.53446888888889,-3.917843750000003,22,-2.1624187500000005,9.423614162475502,4.6778045875244985,,,
2016-12-26,13.86904375,17.91281875,6.362233333333332,-4.043775,18,-2.2366062500000012,9.558149437619399,4.310894312380601,,,
2016-12-27,13.86904375,17.91281875,6.362233333333332,-4.043775,17,-2.007737500000001,9.483738099557979,4.385305650442021,,,
2016-12-28,14.34764375,17.94579375,6.221208888888887,-3.5981500000000004,16,-0.6257133928571434,9.325567954562667,5.022075795437333,,,
2016-12-29,16.107178571428573,18.92975,9.377314444444444,-2.8225714285714254,15,1.396503571428573,10.936076370995586,5.171102200432987,,,
2016-12-30,16.639499999999998,19.334185714285717,9.595688888888887,-2.6946857142857183,14,2.5380812499999976,10.489124112199093,6.150375887800905,,,
2017-01-04,18.843987499999997,19.15710625,5.856300000000001,-0.313118750000001,9,4.974943749999998,13.05039702295526,5.793590477044738,,,
2017-01-05,16.534937499999998,18.565375,6.866999999999997,-2.0304375000000014,8,2.6658937499999986,12.62579570714603,3.9091417928539673,,,
2017-01-06,16.04264375,18.6563125,6.211637777777778,-2.6136687499999987,7,1.6950000000000003,12.833006961647936,3.2096367883520642,,,
2017-01-10,18.53143125,18.8339625,6.133767777777777,-0.3025312499999977,31,2.4242526785714276,13.262011703931579,5.269419546068422,,,
2017-01-11,18.04232857142857,18.54837142857143,6.100866666666668,-0.5060428571428588,30,1.4028285714285715,12.456770426112824,5.585558145315746,,,
2017-01-12,17.708257142857143,18.44002857142857,6.908999999999999,-0.7317714285714274,29,-1.1357303571428545,12.667594675043576,5.040662467813567,,,
2017-01-13,16.04863125,17.1025,6.207772222222223,-1.0538687499999995,28,-0.4863062499999984,12.637019056877113,3.4116121931228864,,,
2017-01-16,17.17323125,17.78425,6.691177777777778,-0.6110187499999995,25,1.1305875000000007,13.02207159723126,4.15115965276874,,,
2017-01-17,18.694481250000003,18.85270625,7.949777777777779,-0.15822499999999806,24,0.16305000000000192,13.99140007916608,4.703081170833922,,,
2017-01-18,18.3295,18.757285714285715,7.656444444444443,-0.4277857142857151,23,0.28717142857142974,14.105889455813585,4.223610544186414,,,
2017-01-19,18.342543749999997,18.6940125,6.0807111111111105,-0.3514687500000022,22,0.6342866071428546,14.337058686310186,4.005485063689811,,,
2017-01-20,17.96565,18.582842857142857,6.214155555555557,-0.6171928571428573,21,1.9170187500000004,14.417847776866646,3.5478022231333544,,,
2017-01-23,18.83432857142857,19.09472142857143,6.346455555555554,-0.26039285714285754,18,1.6610973214285707,14.869735520160543,3.9645930512680287,,,
2017-01-24,18.460212499999997,18.8698375,5.554922222222224,-0.4096250000000019,17,-0.23426875000000535,14.931023337766817,3.5291891622331804,-0.4217133261281925,,-0.10553669644566695
2017-01-25,17.3145375,17.796968749999998,4.880566666666667,-0.48243124999999765,16,-1.0149624999999993,15.972173990865054,1.3423635091349464,-0.7364612301645401,,-0.4062963599625978
2017-01-26,17.766693749999998,17.70546875,3.0605888888888906,0.061224999999996754,15,-0.5758499999999991,17.3173506401519,0.44934310984809755,-1.5776021418836152,,-0.2852589952039284
2017-01-27,16.3320625,17.36134375,3.953012222222224,-1.0292812500000004,14,-1.6335875000000009,17.357650704493025,-1.025588204493026,-1.1464545197801985,,-0.6631347074988477
2017-01-30,16.844457142857145,17.469935714285715,5.648544444444443,-0.6254785714285696,11,-1.9898714285714263,17.457299432584154,-0.6128422897270092,-0.3466649476754061,,-0.5239687869117058
2017-01-31,19.823606249999997,18.5733625,8.441944444444445,1.2502437499999957,10,1.3633937500000002,17.878671918853467,1.9449343311465306,0.9658361628365878,0.5406414931547265,0.27131696019445567
2017-02-01,18.273706249999996,17.94080625,5.059878888888889,0.3328999999999951,9,0.9591687499999964,17.989544524767215,0.2841617252327815,-0.6290060946523259,0.4177940643187178,-0.14393642586989264
2017-02-02,19.371675,18.767875,7.476533333333332,0.6037999999999997,8,1.6049812500000016,15.93209450327425,3.4395804967257497,0.5131696245366567,0.6083367625810521,0.15115479446203606
2017-02-03,20.04346875,19.00920625,6.68633333333333,1.0342625000000005,7,3.7114062499999996,15.92826681795588,4.115201932044119,0.13733153931743478,1.2298850405052095,0.33136280566637943
2017-02-06,18.48947857142857,18.950964285714285,6.18247777777778,-0.4614857142857147,32,1.6450214285714253,15.995528548444138,2.493950022984432,-0.10248659898316607,0.6062893819240152,-0.08974632810605641
2017-02-07,17.77541875,18.48615625,5.980933333333333,-0.7107375000000005,31,-2.0481874999999974,15.828195285078294,1.9472234649217057,-0.19816850159273786,-0.5028391975126849,-0.28299747373450423
2017-02-08,16.72467857142857,17.70444285714286,5.897377777777779,-0.979764285714289,30,-1.5490276785714272,15.907469609899472,0.8172089615290972,-0.23737811258344285,-0.35068225739915865,-0.567253332179165
2017-02-09,16.5695875,18.83135,4.85277777777778,-2.2617624999999997,29,-2.802087499999999,15.464636875606317,1.104950624393684,-0.7366095675340842,-0.7259796813996477,-0.6067015854410053
2017-02-10,17.156950000000002,18.808612500000002,4.159588888888891,-1.6516625000000005,28,-2.886518749999997,17.662663503722385,-0.505713503722383,-1.0629589396460775,-0.7472217627977038,-0.44358257787324024
2017-02-13,16.44256875,18.6201625,4.691636666666666,-2.1775937499999998,25,-2.046909821428571,17.28403404950048,-0.8414652995004808,-0.8015407064810686,-0.4898135940557032,-0.6370105449333772
2017-02-14,16.269771428571428,18.593983333333334,4.304822222222224,-2.3242119047619063,24,-1.5056473214285724,16.901461393350708,-0.6316899647792802,-0.9814898921082252,-0.32354387235206417,-0.6811222401681688
2017-02-15,15.8485125,18.418862500000003,4.2222100000000005,-2.570350000000003,23,-0.8761660714285693,17.18273953956075,-1.3342270395607496,-1.0140785853581922,-0.13057942801157807,-0.7929686881526085
2017-02-16,15.83235,18.1781625,4.809233333333335,-2.345812499999999,22,-0.7372375000000009,17.04288258763607,-1.2105325876360684,-0.726613026428555,-0.08762463733507077,-0.7928945412213132
2017-02-17,15.25835,18.224933333333333,5.265688888888889,-2.9665833333333325,21,-1.8986000000000018,17.16479685174163,-1.9064468517416309,-0.503559976741884,-0.4434183681049814,-0.9456695245677486
2017-02-20,15.379607142857143,18.1996,4.956666666666667,-2.819992857142857,18,-1.0629616071428565,16.43691743123675,-1.0573102883796075,-0.6502668655167146,-0.18460445496508446,-0.9063148693844295
2017-02-21,15.286085714285715,17.9816625,4.7922666666666665,-2.695576785714284,17,-0.9836857142857127,16.37669196966597,-1.090606255380255,-0.7263582162442376,-0.1594511850104153,-0.9263062263372993
2017-02-22,15.086942857142857,17.949175,4.560144444444445,-2.8622321428571436,16,-0.7615696428571432,15.679244449063793,-0.5923015919209362,-0.8345225152236248,-0.09003877528319373,-0.9750337842233475
2017-02-23,15.06247857142857,18.123925,5.157311111111113,-3.061446428571429,15,-0.7698714285714292,14.319470673972056,0.7430078974565149,-0.5411042379465075,-0.09230538154561976,-0.9753306667607712
2017-02-24,14.913475,18.5657875,5.420947777777776,-3.652312499999999,14,-0.34487500000000004,14.343207226592991,0.570267773407009,-0.410690212052731,0.040689497427964315,-1.009775825875836
2017-02-27,17.220707142857144,19.2269375,6.569857777777781,-2.0062303571428544,11,1.8411000000000008,14.58914260682351,2.6315645360336344,0.1516847727421123,0.7240524665293502,-0.3680089320757581
2017-02-28,17.94557142857143,19.3417125,6.437677777777779,-1.3961410714285698,10,2.659485714285715,13.245096378523524,4.700475050047906,0.08642391601937979,0.97516687613544,-0.16567342257086384
2017-03-01,16.553318750000003,19.002425000000002,5.458255555555553,-2.44910625,9,1.4663758928571458,14.04578958495511,2.507529165044893,-0.39510742511352237,0.5966606465157865,-0.552105461953182
2017-03-02,16.4426,18.739762499999998,4.519929999999999,-2.297162499999999,8,1.380121428571428,13.456257060652058,2.9863429393479404,-0.8543069220039368,0.5668978129183073,-0.5805517312195966
2017-03-03,15.88470625,18.904162499999998,5.247443333333333,-3.0194562499999975,7,0.9712312500000007,13.651400828282794,2.2333054217172066,-0.49219717051184936,0.4358009416306113,-0.733371181221487
2017-03-06,15.997542857142857,18.8346125,3.994933333333332,-2.8370696428571414,39,-1.2231642857142866,13.801819634991439,2.1957232221514182,-1.105712869545991,-0.259391095985305,-0.6983025242464846
2017-03-07,15.24924375,17.9178125,3.431823333333332,-2.6685687500000004,38,-2.6963276785714303,13.741635651222442,1.507608098777558,-1.372054461354207,-0.724504454616328,-0.9035793968596759
2017-03-08,15.231471428571428,18.194516666666665,3.865500000000001,-2.963045238095237,37,-1.3218473214285744,13.804708112703116,1.4267633158683122,-1.149044115511927,-0.28540893135392803,-0.9033170057642584
2017-03-09,14.9032125,17.856775,3.702867777777776,-2.9535624999999985,36,-1.5393874999999984,13.653040131610958,1.2501723683890429,-1.2196383806109892,-0.353655370228132,-0.9895434811648007
2017-03-10,14.855375,17.803762499999998,2.9749888888888876,-2.9483874999999973,35,-1.0293312500000003,11.698138114274062,3.157236885725938,-1.561352928205849,-0.18948336282646389,-0.9967142761274986
2017-03-13,14.525857142857143,17.60632857142857,2.790799999999999,-3.0804714285714265,32,-1.471685714285714,11.629079510155304,2.8967776327018395,-1.6326699187413372,-0.3305779543424967,-1.0821350808669856
2017-03-14,14.5966375,17.51589375,3.32678888888889,-2.91925625,31,-0.6526062499999998,10.787996353135656,3.8086411468643444,-1.3588062973375805,-0.0661537550250091,-1.0552065691637535
2017-03-15,14.818562499999999,17.4065125,3.7062500000000007,-2.587950000000003,30,-0.41290892857142936,10.235571943262833,4.582990556737165,-1.1654701746683158,0.011379082891269146,-0.9866729778998271
2017-03-16,13.408312500000001,16.5911875,3.3126822222222234,-3.1828749999999992,29,-1.4948999999999995,10.062141264291563,3.3461712357084377,-1.3451045266868025,-0.3386991190681338,-1.3713580821604365
2017-03-17,12.988681249999999,16.1112,3.1831777777777788,-3.122518750000001,28,-1.8666937500000014,9.894859023396332,3.093822226603667,-1.395193454923907,-0.45800025384395526,-1.4746410213307946
2017-03-21,13.543050000000001,16.148087500000003,2.733984444444445,-2.6050375000000017,24,-0.9828071428571423,10.001535214809243,3.541514785190758,-1.5949840653565908,-0.16896553388958033,-1.308679278970751
2017-03-22,16.6048875,17.31653125,5.130944444444447,-0.7116437500000004,23,2.0082500000000003,12.416217127712127,4.1886703722878735,-0.43969353784527593,0.8061264737354132,-0.4525684498915997
2017-03-23,16.03238125,17.0894125,4.929099999999998,-1.0570312500000014,22,1.2138187500000015,12.465480008928974,3.566901241071026,-0.5350184737434559,0.5435738074226139,-0.6102080263991068
2017-03-24,15.553178571428571,16.76997857142857,5.180188888888889,-1.2167999999999992,21,2.14486607142857,12.962966095139738,2.5902124762888334,-0.41216999747499317,0.8449196130015796,-0.7410813660149356
2017-03-27,17.327764285714288,17.570314285714286,6.324852222222219,-0.24254999999999782,18,4.339083035714289,13.845983241553562,3.4817810441607264,0.1422742690221071,1.5499049249402468,-0.2422826411645049
2017-03-28,15.06166875,16.47755625,5.342166666666666,-1.4158874999999984,17,1.51861875,14.112783320552102,0.9488854294478983,-0.3343820413524477,0.6240911311711991,-0.8754744398915584
2017-03-29,14.66233125,15.91251875,5.874474444444443,-1.250187500000001,16,-1.9425562500000009,14.113419494767616,0.5489117552323837,-0.07468924489204923,-0.5089756851697599,-0.9822493319975093
2017-03-30,15.1577375,16.54610625,6.635844444444446,-1.3883687500000015,15,-0.8746437500000006,13.381304370310968,1.7764331296890319,0.29659306018326326,-0.15751068086125497,-0.8385360140553945
2017-03-31,16.1074,16.887606249999997,6.871922222222221,-0.7802062499999991,14,0.5542214285714273,13.106604039979617,3.0007959600203815,0.4109267862366541,0.31246781945481367,-0.5686453085502033
2017-04-03,15.087764285714286,16.003328571428572,4.839714444444443,-0.9155642857142858,11,-2.240000000000002,13.19416533702445,1.8935989486898368,-0.585393027657672,-0.6086185353998975,-0.8523901331640392
2017-04-04,16.65286875,16.35600625,7.134655555555554,0.2968624999999996,10,1.5911999999999988,13.44248428853935,3.2103844614606505,0.5424294719034157,0.6572888538759003,-0.4086082906379211
2017-04-05,15.40927142857143,16.19719285714286,6.974644444444447,-0.7879214285714298,9,0.74694017857143,13.52366973929965,1.8856016892717786,0.4618990137508832,0.37598994175186606,-0.7575833348765676
2017-04-06,17.458142857142857,17.320885714285716,6.98522222222222,0.1372571428571412,8,2.300405357142857,14.235079622919072,3.223063234223785,0.4655265297460285,0.8879354117849126,-0.1758080078093872
2017-04-07,18.08375,17.73105,7.114111111111111,0.3526999999999987,7,1.97635,14.248671699374746,3.835078300625252,0.527496791567652,0.7764900164534884,0.002161038681352747
2017-04-10,17.944375,17.294062500000003,9.084033333333334,0.6503124999999983,32,2.856610714285715,13.313202524563241,4.63117247543676,1.4919906952360853,1.0631590435255707,-0.03749663902716574
2017-04-11,18.912992857142857,18.048914285714286,10.367088888888889,0.8640785714285713,31,2.2601241071428575,13.246257638777035,5.666735218365822,2.0946654392869695,0.8602263032367783,0.23891847386424275
