date,r_装置→AI下流_lag1
2018-07-18,0.05612765509308229
2018-07-19,0.061839621496371386
2018-07-20,0.07364262472800197
2018-07-23,0.0717358932790809
2018-07-24,0.0886089265947956
2018-07-25,0.08210319088308565
2018-07-26,0.08879483575857718
2018-07-27,0.08750220353413672
2018-07-30,0.07307233072041706
2018-07-31,0.017730325123201697
2018-08-01,0.020270130388423735
2018-08-02,0.019223376473847795
2018-08-03,0.03707889657249094
2018-08-06,0.002978416668969217
2018-08-07,-0.005347781688581175
2018-08-08,-0.007086780886074559
2018-08-09,-0.05621226237715561
2018-08-10,-0.02560522818931193
2018-08-13,-0.07068992374451863
2018-08-14,-0.08399610491774043
2018-08-15,-0.0809137002845798
2018-08-16,-0.08074343941934545
2018-08-17,-0.08093414870327613
2018-08-20,-0.06395869577534403
2018-08-21,-0.05435842535075785
2018-08-22,-0.04045283992775561
2018-08-23,-0.04142455634253392
2018-08-24,-0.04241108070562468
2018-08-27,-0.03092301202534744
2018-08-28,-0.02006855542902805
2018-08-29,-0.016742485459302483
2018-08-30,-0.02142500484174761
2018-08-31,-0.021392816672837746
2018-09-03,-0.030028266555508595
2018-09-04,-0.03669506630058329
2018-09-05,-0.026215982598677884
2018-09-06,-0.03168215697099033
2018-09-07,-0.05485691708107631
2018-09-10,-0.053859639597029337
2018-09-11,-0.043805731102757865
2018-09-12,-0.06957158940060287
2018-09-13,-0.06597156956461955
2018-09-14,-0.047024599497959854
2018-09-18,-0.014141199967387256
2018-09-19,-0.007085680243543287
2018-09-20,-0.01780949451628492
2018-09-21,-0.008195008697400379
2018-09-25,-0.005084329777935629
2018-09-26,-0.0024734742408511483
2018-09-27,-0.011742044724052771
2018-09-28,-0.00798108823044249
2018-10-01,-0.016679874507726334
2018-10-02,-0.007870736934934426
2018-10-03,-0.007391914075147681
2018-10-04,-0.006523829072192709
2018-10-05,0.025347203550257547
2018-10-09,0.044861324968663165
2018-10-10,0.012990622879531222
2018-10-11,-0.013589793459057045
2018-10-12,-0.05802363739498001
2018-10-15,-0.056830709481285456
2018-10-16,-0.05152110402469092
2018-10-17,-0.05360898031285945
2018-10-18,-0.04588229997225838
2018-10-19,-0.04632386852942292
2018-10-22,-0.07427353685119496
2018-10-23,-0.08036852158743676
2018-10-24,-0.06273238132074131
2018-10-25,-0.051757683648247045
2018-10-26,-0.04339475917577421
2018-10-29,-0.04242092975804594
2018-10-30,0.03938290898020889
2018-10-31,-0.09253933524578412
2018-11-01,-0.08937242752481067
2018-11-02,-0.08278790005468137
2018-11-05,-0.08206292966150873
2018-11-06,-0.08051957347295413
2018-11-07,-0.07826249114509795
2018-11-08,-0.08113444446916811
2018-11-09,-0.08740965867070735
2018-11-12,-0.08789156534647247
2018-11-13,-0.09442716029566288
2018-11-14,-0.0945567802323977
2018-11-15,-0.09596027271188354
2018-11-16,-0.11279313000371934
2018-11-19,-0.12134074062409203
2018-11-20,-0.1205920321503504
2018-11-21,-0.11080417673824652
2018-11-22,-0.11143016851757917
2018-11-26,-0.11280205010831808
2018-11-27,-0.10861909951547422
2018-11-28,-0.11116006619277317
2018-11-29,-0.10908404713939081
2018-11-30,-0.10367660414521385
2018-12-03,-0.11165766045802898
2018-12-04,-0.1085144903604088
2018-12-05,-0.09615479481058842
2018-12-06,-0.09403607167635958
2018-12-07,-0.09084113267183186
2018-12-10,-0.10581293096889399
2018-12-11,-0.10467090807951923
2018-12-12,-0.11234383107842921
2018-12-13,-0.11404981188334357
2018-12-14,-0.11217856801089988
2018-12-17,-0.11596966230621818
2018-12-18,-0.1147605063944284
2018-12-19,-0.11130816738382866
2018-12-20,-0.09508624836024168
2018-12-21,-0.09496916534782225
2018-12-25,-0.1137164643798918
2018-12-26,-0.09470177631308534
2018-12-27,-0.1032759114620408
2018-12-28,-0.10114298736763526
2019-01-04,-0.12579444928926828
2019-01-07,-0.10819957528683004
2019-01-08,-0.10859142249506178
2019-01-09,-0.10746053449874378
2019-01-10,-0.10691088573297648
2019-01-11,-0.10639095780755364
2019-01-15,-0.10208192479858187
2019-01-16,-0.10262466921251738
2019-01-17,-0.10788172540658074
2019-01-18,-0.1101518764662288
2019-01-21,-0.11033051084096325
2019-01-22,-0.11225693142128393
2019-01-23,-0.11381670682331761
2019-01-24,-0.10512022005831653
2019-01-25,-0.10790674985948727
2019-01-28,-0.10576845490407633
2019-01-29,-0.09957607045422637
2019-01-30,-0.09382286624518116
2019-01-31,-0.0908606300878171
2019-02-01,-0.09158934214118387
2019-02-04,-0.0863652923303487
2019-02-05,-0.08869338949352099
2019-02-06,-0.07991492361026654
2019-02-07,-0.07241719539825693
2019-02-08,-0.09310808497946278
2019-02-12,-0.06575481707891824
2019-02-13,-0.0639145628262467
2019-02-14,-0.06495531330285863
2019-02-15,-0.06942163396531827
2019-02-18,-0.0681057436124972
2019-02-19,-0.0764507810035205
2019-02-20,-0.07459249872198707
2019-02-21,-0.0817549651713381
2019-02-22,-0.08810876564838395
2019-02-25,-0.08612902570212674
2019-02-26,-0.08705460859033914
2019-02-27,-0.08602217866097137
2019-02-28,-0.087148989197303
2019-03-01,-0.08540151573300402
2019-03-04,-0.08968773885462905
2019-03-05,-0.08776686874940329
2019-03-06,-0.08535080705086798
2019-03-07,-0.07972954194653221
2019-03-08,-0.0822602848702655
2019-03-11,-0.07457027924592374
2019-03-12,-0.0767560302486118
2019-03-13,-0.08175504943171719
2019-03-14,-0.07216792126106249
2019-03-15,-0.07022049875196883
2019-03-18,-0.07672672467962777
2019-03-19,-0.07751741418111456
2019-03-20,-0.07606601882685639
2019-03-22,-0.08894831711674654
2019-03-25,-0.09065334683864398
2019-03-26,-0.09237182808086648
2019-03-27,-0.09069669155026773
2019-03-28,-0.08128405186103806
2019-03-29,-0.08155396918619191
2019-04-01,-0.08418320971686317
2019-04-02,-0.07596019097371491
2019-04-03,-0.07627160583689295
2019-04-04,-0.07621434739882695
2019-04-05,-0.0877929368607207
2019-04-08,-0.09696640619089222
2019-04-09,-0.0898266834350057
2019-04-10,-0.082207603539713
2019-04-11,-0.06596668040559661
2019-04-12,-0.0631534804105069
2019-04-15,-0.06245079707921438
2019-04-16,-0.061765293138003136
2019-04-17,-0.06889208099413675
2019-04-18,-0.0687427739889269
2019-04-19,-0.0641892541375881
2019-04-22,-0.061632275559721554
2019-04-23,-0.07330738987492652
2019-04-24,-0.08496769401811147
2019-04-25,-0.10157046487333739
2019-04-26,-0.10509127728094755
2019-05-07,-0.14159463260653063
2019-05-08,-0.05741667661218439
2019-05-09,-0.05489691238135958
2019-05-10,-0.05601474516856019
2019-05-13,-0.054526276117089614
2019-05-14,-0.05498796327537498
2019-05-15,-0.059226179285832924
2019-05-16,-0.06210703998764743
2019-05-17,-0.056053284545219344
2019-05-20,-0.05720181180219838
2019-05-21,-0.050353536810063215
2019-05-22,-0.04748886854631877
2019-05-23,-0.05349341816841198
2019-05-24,-0.030491372110913073
2019-05-27,-0.01711230048743656
2019-05-28,-0.019864134499335148
2019-05-29,-0.027654752341503056
2019-05-30,-0.02814563375478987
2019-05-31,-0.022090371628824147
2019-06-03,-0.027048773416878457
2019-06-04,-0.013150675548388483
2019-06-05,-0.006724893364634675
2019-06-06,-0.011523969313202062
2019-06-07,0.00512163900458487
2019-06-10,0.009657757251526103
2019-06-11,-0.012062837991633308
2019-06-12,-0.012077675600312534
2019-06-13,-0.026094282968204593
2019-06-14,-0.018985617142524964
2019-06-17,-0.00603408161432606
2019-06-18,-0.005576576741285878
2019-06-19,0.006083942416948756
2019-06-20,-0.000683239358137921
2019-06-21,-0.0006036933310902627
2019-06-24,-0.003300360020795202
2019-06-25,-0.005586530858268251
2019-06-26,-0.027130797545865493
2019-06-27,-0.03448889328700379
2019-06-28,0.008692031147885138
2019-07-01,0.0026921531031301685
2019-07-02,0.009292083651620318
2019-07-03,-0.01065275299721746
2019-07-04,0.016971480786258007
2019-07-05,-0.02020535355716392
2019-07-08,-0.02063217338774039
2019-07-09,-0.026245537850057222
2019-07-10,-0.026375844000338135
2019-07-11,-0.03298172544700604
2019-07-12,-0.030319258837750194
2019-07-16,-0.028772880152868163
2019-07-17,-0.030878599914524334
2019-07-18,-0.03157470554704164
2019-07-19,-0.022506505034680074
2019-07-22,-0.012284220239562002
2019-07-23,-0.005427494724754856
2019-07-24,-0.019042196347150337
2019-07-25,-0.0043062533364657115
2019-07-26,-0.025289563242061063
2019-07-29,-0.04367689497380967
2019-07-30,-0.054690467614988136
2019-07-31,-0.058187683231435125
2019-08-01,-0.055679290304406194
2019-08-02,-0.03949312052166602
2019-08-05,-0.02453895930815701
2019-08-06,-0.038730387704806926
2019-08-07,-0.03601410070489005
2019-08-08,-0.005130362708359389
2019-08-09,-0.016124080943363144
2019-08-13,-0.012147007400111877
2019-08-14,-0.017048304000980622
2019-08-15,-0.005667934620745925
2019-08-16,-0.006444010488496329
2019-08-19,-0.004829001517739531
2019-08-20,-0.01675999525336282
2019-08-21,-0.013310811200312814
2019-08-22,-0.005791268982697161
2019-08-23,-0.005244163019852759
2019-08-26,-0.016584417151119465
2019-08-27,-0.01888785895309317
2019-08-28,-0.017226740166179463
2019-08-29,-0.020184266654492668
2019-08-30,-0.005244262851014163
2019-09-02,-0.006076958268386507
2019-09-03,-0.007685790694367238
2019-09-04,-0.02645723442239958
2019-09-05,-0.040210613409194164
2019-09-06,-0.0426899132644825
2019-09-09,-0.03561890943090221
2019-09-10,-0.04156227308643877
2019-09-11,-0.04246788823487526
2019-09-12,-0.0375692278978555
2019-09-13,-0.034981346236211894
2019-09-17,-0.03961921891832941
2019-09-18,-0.039166326220369536
2019-09-19,0.008720370712999984
2019-09-20,0.011585739372591487
2019-09-24,0.011289899534684157
2019-09-25,0.00381654987391738
2019-09-26,0.008228725602576
2019-09-27,0.004643776150220624
2019-09-30,0.012482321924624737
2019-10-01,-0.002846024448036681
2019-10-02,0.004214191704289821
2019-10-03,0.003759495155883288
2019-10-04,0.0045077466547199145
2019-10-07,0.0027750583214078174
2019-10-08,-0.00025674576074956004
2019-10-09,0.004768588042274488
2019-10-10,0.004056694031902242
2019-10-11,0.007693466621216708
2019-10-15,0.003611440607041309
2019-10-16,0.00011110335847232729
2019-10-17,0.012923269949113574
2019-10-18,0.00968338024993131
2019-10-21,0.006227573290499776
2019-10-23,0.006694163488685668
2019-10-24,0.006304582690348196
2019-10-25,0.010318476449228705
2019-10-28,0.02242994827087621
2019-10-29,0.03399307783608196
2019-10-30,0.0009344528432985351
2019-10-31,0.002782661632602922
2019-11-01,0.00518858661797207
2019-11-05,0.00851709885305604
2019-11-06,0.0044423993246557845
2019-11-07,0.0047202605374545
2019-11-08,0.008667035005743211
2019-11-11,0.025391482306491367
2019-11-12,0.026703243062496704
2019-11-13,0.02990373642188649
2019-11-14,0.026328770717913366
2019-11-15,0.027676349582856155
2019-11-18,0.03182015221586549
2019-11-19,0.04118256873782882
2019-11-20,0.03921644416182401
2019-11-21,0.04312836016811954
2019-11-22,0.03988753351342051
2019-11-25,0.0377823394716684
2019-11-26,0.029325124737396107
2019-11-27,0.019188258963807832
2019-11-28,0.012631893139495164
2019-11-29,0.001575086406863759
2019-12-02,0.010994326783991601
2019-12-03,0.006675670107533386
2019-12-04,0.0015979922669776838
2019-12-05,0.008003951905366442
2019-12-06,0.0055241730034861205
2019-12-09,0.012071050790381656
2019-12-10,0.020597615192149137
2019-12-11,-0.0011550877013961243
2019-12-12,-0.0008349600178110659
2019-12-13,-0.009849890873898296
2019-12-16,-0.004754153723609808
2019-12-17,-0.005913234241340386
2019-12-18,-0.011201522097310596
2019-12-19,-0.02100881139137257
2019-12-20,-0.035154337227400474
2019-12-23,-0.028954298412722602
2019-12-24,-0.037970238971493736
2019-12-25,-0.06739348359258618
2019-12-26,-0.07045222714872221
2019-12-27,-0.03749275687278606
2019-12-30,-0.019556535676642697
2020-01-06,-0.02085174742176855
2020-01-07,-0.016918723367515594
2020-01-08,-0.022060316506939404
2020-01-09,-0.011044454326740017
2020-01-10,-0.002405797880741422
2020-01-14,-0.01388727996314034
2020-01-15,-0.009303211221414368
2020-01-16,-0.011225122863907151
2020-01-17,-0.006843451302252517
2020-01-20,-0.02233889701087944
2020-01-21,-0.036864600770694
2020-01-22,-0.055090958861615386
2020-01-23,-0.056475306452535505
2020-01-24,-0.06415489669267829
2020-01-27,-0.027743984428731785
2020-01-28,-0.028018938241897468
2020-01-29,-0.011407414398065006
2020-01-30,-0.0051931006275731315
2020-01-31,-0.014985659917835572
2020-02-03,-0.046762205593375614
2020-02-04,-0.05726126457233437
2020-02-05,-0.0645994716389773
2020-02-06,-0.046322642581122654
2020-02-07,-0.06109534336091787
2020-02-10,-0.07922383658612953
2020-02-12,-0.09930284659671121
2020-02-13,-0.09441396137826645
2020-02-14,-0.09274988136604427
2020-02-17,-0.06601463433071222
2020-02-18,-0.07846343236473789
2020-02-19,-0.062431593042629616
2020-02-20,-0.06873244008494449
2020-02-21,-0.04424901575144842
2020-02-25,-0.023445416229659604
2020-02-26,-0.009102221521216597
2020-02-27,0.07467005326737937
2020-02-28,0.0350580145217115
2020-03-02,0.01945699965080943
2020-03-03,-0.0011370200441786773
2020-03-04,0.001055404955681696
2020-03-05,0.004963967574202705
2020-03-06,0.04790018383296393
2020-03-09,0.06124226536799929
2020-03-10,0.019928549532423286
2020-03-11,0.07658697082116901
2020-03-12,0.13167021426290812
2020-03-13,0.1280417968697552
2020-03-16,0.11258620074042812
2020-03-17,0.08518606661520857
2020-03-18,0.08882429715567364
2020-03-19,-0.00528666104221929
2020-03-23,0.06222502303718172
2020-03-24,0.20344835769765882
2020-03-25,0.18219626832676292
2020-03-26,0.14670823491549623
2020-03-27,0.12975490942092177
2020-03-30,0.1330323295637199
2020-03-31,0.13697078651110303
2020-04-01,0.1437296775482453
2020-04-02,0.14311472266161232
2020-04-03,0.12600466417676992
2020-04-06,0.13123738566043308
2020-04-07,0.12804986775466035
2020-04-08,0.13198648857611123
2020-04-09,0.13146021401057356
2020-04-10,0.13297467121419887
2020-04-13,0.12185992787324587
2020-04-14,0.12255595801665911
2020-04-15,0.12400332571051105
2020-04-16,0.1242019708969236
2020-04-17,0.12771143465135845
2020-04-20,0.12849114418031196
2020-04-21,0.13215058754934508
2020-04-22,0.13290522696056173
2020-04-23,0.13331761646151571
2020-04-24,0.11500918944711346
2020-04-27,0.10420321502269456
2020-04-28,0.10326582411388471
2020-04-30,0.09973557633432191
2020-05-01,0.09379962444933251
2020-05-07,0.09987769388410454
2020-05-08,0.0989472591182069
2020-05-11,0.09846963475956448
2020-05-12,0.09551296570398198
2020-05-13,0.09983858412847771
2020-05-14,0.0979087991933825
2020-05-15,0.10071082288848296
2020-05-18,0.10624273779004309
2020-05-19,0.10346012329181653
2020-05-20,0.09806440881603891
2020-05-21,0.09703605594848504
2020-05-22,0.09935404668650392
2020-05-25,0.10177013537063027
2020-05-26,0.10138770610896751
2020-05-27,0.09774415543384926
2020-05-28,0.093891733316472
2020-05-29,0.09016972288290001
2020-06-01,0.08922590424207677
2020-06-02,0.08885178637683232
2020-06-03,0.08929900364406927
2020-06-04,0.08906093983105347
2020-06-05,0.09125371564080265
2020-06-08,0.093135422364375
2020-06-09,0.09492002880253378
2020-06-10,0.09347203531943844
2020-06-11,0.09653833893768143
2020-06-12,0.09974886834652044
2020-06-15,0.07711188849160737
2020-06-16,0.09269006688257898
2020-06-17,0.09201288042008814
2020-06-18,0.09207345365419742
2020-06-19,0.0927063990922203
2020-06-22,0.09268555843278815
2020-06-23,0.09341792295883135
2020-06-24,0.09335905875493722
2020-06-25,0.0926779574949073
2020-06-26,0.08516288404505229
2020-06-29,0.08467293546559461
2020-06-30,0.08405468214849034
2020-07-01,0.07896177941329353
2020-07-02,0.07953206853032886
2020-07-03,0.08446309318489924
2020-07-06,0.0901554195798477
2020-07-07,0.0842625508796199
2020-07-08,0.0824635032161032
2020-07-09,0.08257713610503736
2020-07-10,0.08063851569194455
2020-07-13,0.08145806091629593
2020-07-14,0.07916074879602102
2020-07-15,0.08160636880380599
2020-07-16,0.08204300644003998
2020-07-17,0.08646725857525009
2020-07-20,0.08644463671675434
2020-07-21,0.0866998662604701
2020-07-22,0.08550449985175299
2020-07-27,0.08528503368407699
2020-07-28,0.08509142305726655
2020-07-29,0.08741816093808301
2020-07-30,0.09276266132791665
2020-07-31,0.06724197951203555
2020-08-03,0.0670287134468074
2020-08-04,0.06964059801968342
2020-08-05,0.06536740791079665
2020-08-06,0.06527123668676774
2020-08-07,0.06246737218452613
2020-08-11,0.07019896284989555
2020-08-12,0.07067058691165558
2020-08-13,0.07034070528732332
2020-08-14,0.06495431771889286
2020-08-17,0.07060514562757807
2020-08-18,0.07150744781101812
2020-08-19,0.07685969634289025
2020-08-20,0.07199076005672334
2020-08-21,0.06606039201061564
2020-08-24,0.06808802928846966
2020-08-25,0.041542796235997444
2020-08-26,0.05360653245442059
2020-08-27,0.0656416482531785
2020-08-28,0.07743340108284115
2020-08-31,0.07322538786138229
2020-09-01,0.07310043928342157
2020-09-02,0.05577675035639559
2020-09-03,0.05780853936383152
2020-09-04,0.09020951964077849
2020-09-07,0.05717097628460083
2020-09-08,0.023917242655523155
2020-09-09,0.021529114918721965
2020-09-10,0.019406653813694233
2020-09-11,0.03583508319027796
2020-09-14,0.03350884696506314
2020-09-15,0.1016480684294658
2020-09-16,0.052558256925090696
2020-09-17,-0.10284256457463718
2020-09-18,-0.08429374840347606
2020-09-23,-0.05471686949451999
2020-09-24,-0.034643728705237055
2020-09-25,-0.03870323771169352
2020-09-28,-0.039720577311614366
2020-09-29,-0.07019413946417156
2020-09-30,-0.06980908441563852
2020-10-01,-0.05987515947921369
2020-10-02,-0.0709733062365617
2020-10-05,-0.07639198814346075
2020-10-06,-0.07511872889667655
2020-10-07,-0.07544383943270801
2020-10-08,-0.0920418639992135
2020-10-09,-0.07780500279369491
2020-10-12,-0.07916103535560598
2020-10-13,-0.08034486699211342
2020-10-14,-0.08449320622178794
2020-10-15,-0.09052020950010536
2020-10-16,-0.09126195596555635
2020-10-19,-0.10219785390124764
2020-10-20,-0.10274831909386412
2020-10-21,-0.09974530530110713
2020-10-22,-0.07371855025537742
2020-10-23,-0.05270394669926469
2020-10-26,-0.05087344146663071
2020-10-27,-0.03887741374569958
2020-10-28,-0.04392772326230922
2020-10-29,-0.06419365821365867
2020-10-30,-0.060804520881178645
2020-11-02,-0.06244609458523132
2020-11-04,-0.04689820520498697
2020-11-05,-0.06850700075114323
2020-11-06,-0.06993855152586671
2020-11-09,-0.09327680516803005
2020-11-10,-0.11066496761492935
2020-11-11,-0.10526568171563382
2020-11-12,-0.09146653505536227
2020-11-13,-0.09187723276383289
2020-11-16,-0.11069897310209474
2020-11-17,-0.11494160843388322
2020-11-18,-0.11480117332305832
2020-11-19,-0.10804741535552857
2020-11-20,-0.10286268265583413
2020-11-24,-0.09578261524141138
2020-11-25,-0.10156851040582933
2020-11-26,-0.09437568592704955
2020-11-27,-0.0970613162224561
2020-11-30,-0.09698782501618186
2020-12-01,-0.10264581648196636
2020-12-02,-0.10767791708327126
2020-12-03,-0.11995841150206937
2020-12-04,-0.1039422739157357
2020-12-07,-0.11451920299417558
2020-12-08,-0.11832279124247198
2020-12-09,-0.05349990161552465
2020-12-10,-0.10517247129304508
2020-12-11,-0.10326328561423201
2020-12-14,-0.10275003876794529
2020-12-15,-0.10403298060070573
2020-12-16,-0.10596933968019598
2020-12-17,-0.10098468226657954
2020-12-18,-0.09146686623343725
2020-12-21,-0.08843877382411455
2020-12-22,-0.07137527990195912
2020-12-23,-0.07397384959050782
2020-12-24,-0.07272454936182891
2020-12-25,-0.06687982333513315
2020-12-28,-0.044977827782823276
2020-12-29,-0.06417678638659961
2020-12-30,-0.06893485981093804
2021-01-04,-0.06242037511611655
2021-01-05,-0.03794664038653415
2021-01-06,-0.03324129767628416
2021-01-07,-0.019273222356958792
2021-01-08,-0.023032924457888057
2021-01-12,-0.01615870756418938
2021-01-13,-0.010640960846789328
2021-01-14,-0.013278596171423603
2021-01-15,-0.0185630593615475
2021-01-18,-0.021494805216175722
2021-01-19,-0.022922503868047225
2021-01-20,-0.018371987145637644
2021-01-21,-0.01892849351674271
2021-01-22,-0.018477471866443013
2021-01-25,-0.02493282643557418
2021-01-26,-0.03952183942667043
2021-01-27,0.06152588149555283
2021-01-28,0.08840124877516753
2021-01-29,0.08818252645611635
2021-02-01,0.09237288033349117
2021-02-02,0.09607505440589179
2021-02-03,0.10837969541963306
2021-02-04,0.07030628002446461
2021-02-05,0.06950402585978586
2021-02-08,0.07888120100619186
2021-02-09,0.08368977331852552
2021-02-10,0.09239531586096915
2021-02-12,0.0958716344023802
2021-02-15,0.09064584015964063
2021-02-16,0.09159750437105865
2021-02-17,0.09924432561655011
2021-02-18,0.09811222486178069
2021-02-19,0.10282260221165926
2021-02-22,0.07477816640430023
2021-02-24,0.043020745844236784
2021-02-25,0.018084735514931526
2021-02-26,-0.019520352303546692
2021-03-01,-0.03067742884840541
2021-03-02,-0.03219083102525815
2021-03-03,-0.015257446981677157
2021-03-04,-0.04635813751157059
2021-03-05,-0.04319428539697669
2021-03-08,-0.054192277126585746
2021-03-09,-0.06246761598106574
2021-03-10,-0.052468321790154884
2021-03-11,-0.058042687430860745
2021-03-12,-0.050746205146094236
2021-03-15,-0.06879021223361395
2021-03-16,-0.06455174193638276
2021-03-17,-0.07219439613878996
2021-03-18,-0.07759109433416107
2021-03-19,-0.07231885730189526
2021-03-22,-0.0700134464490373
2021-03-23,-0.06886427802885503
2021-03-24,-0.08349521812277738
2021-03-25,-0.08085794631506814
2021-03-26,-0.08914018298386898
2021-03-29,-0.09971363540279042
2021-03-30,-0.10255514147902178
2021-03-31,-0.10083056264841875
2021-04-01,-0.09684296507288583
2021-04-02,-0.08551780064835637
2021-04-05,-0.07557603723470546
2021-04-06,-0.076486212716745
2021-04-07,-0.08621886932205869
2021-04-08,-0.08626678387463774
2021-04-09,-0.08611847275893507
2021-04-12,-0.08767324301831317
2021-04-13,-0.08473968627305396
2021-04-14,-0.08248894879952307
2021-04-15,-0.08239810374360375
2021-04-16,-0.09059378613470942
2021-04-19,-0.09462437489641114
2021-04-20,-0.09079537635435762
2021-04-21,-0.09971077074594009
2021-04-22,-0.09732931825328753
2021-04-23,-0.08864566324353969
2021-04-26,-0.08986827838154947
2021-04-27,-0.07255183730557517
2021-04-28,-0.06920056613681634
2021-04-30,-0.07999188639641598
2021-05-06,-0.07211630115869624
2021-05-07,-0.06317134755641421
2021-05-10,-0.03289942995872839
2021-05-11,0.015122680051134128
2021-05-12,0.03572357048465273
2021-05-13,0.006427696555058358
2021-05-14,-0.008764221755090807
2021-05-17,-0.010033484717755578
2021-05-18,-0.01207674634619784
2021-05-19,-0.011322411775309425
2021-05-20,-0.007455094152562556
2021-05-21,-0.006499688227081092
2021-05-24,-0.004894483059858484
2021-05-25,-0.003187847691282565
2021-05-26,-0.008095835967039321
2021-05-27,-2.562673869585134e-05
2021-05-28,-0.003314905256347607
2021-05-31,-0.009268890183871125
2021-06-01,-0.009346041909861632
2021-06-02,-0.006401074762230261
2021-06-03,-0.02569873627554037
2021-06-04,-0.02685176650791836
2021-06-07,-0.030357861656669365
2021-06-08,-0.03880319466621605
2021-06-09,-0.034362817061501044
2021-06-10,-0.0352722555887032
2021-06-11,-0.035827137248516897
2021-06-14,-0.03472843592149294
2021-06-15,-0.03404116654587008
2021-06-16,-0.033648348514463265
2021-06-17,-0.04087717674916177
2021-06-18,-0.043417196751437716
2021-06-21,-0.06853368006994608
2021-06-22,-0.0686951916838372
2021-06-23,-0.06920537665240459
2021-06-24,-0.07055867574734109
2021-06-25,-0.08467308090000135
2021-06-28,-0.07385347419239077
2021-06-29,-0.07425782593180287
2021-06-30,-0.07241249412026564
2021-07-01,-0.09412986883181347
2021-07-02,-0.07744752896620175
2021-07-05,-0.09115266417933772
2021-07-06,-0.08972722650096795
2021-07-07,-0.09013178289492364
2021-07-08,-0.10226127056278354
2021-07-09,-0.09505302428910517
2021-07-12,-0.08755087485971533
2021-07-13,-0.08729392279390895
2021-07-14,-0.08671194907763459
2021-07-15,-0.08792549199378422
2021-07-16,-0.08484618436385051
2021-07-19,-0.07981148552511752
2021-07-20,-0.0802856661540467
2021-07-21,-0.07935454237107188
2021-07-26,-0.09530753134396407
2021-07-27,-0.12719644187887003
2021-07-28,-0.13895959235385405
2021-07-29,-0.16181875068449483
2021-07-30,-0.18005189732857627
2021-08-02,-0.18080824195360162
2021-08-03,-0.1587648914351997
2021-08-04,-0.16317456165986507
2021-08-05,-0.17092598950191037
2021-08-06,-0.18206057703933348
2021-08-10,-0.1873279714147787
2021-08-11,-0.187881279098296
2021-08-12,-0.20346891307785886
2021-08-13,-0.19096384574827996
2021-08-16,-0.195177751081572
2021-08-17,-0.19779526454930194
2021-08-18,-0.20624171746701758
2021-08-19,-0.1771088838749279
2021-08-20,-0.16555146115496544
2021-08-23,-0.1551998624337536
2021-08-24,-0.11315482460561468
2021-08-25,-0.10456808804134339
2021-08-26,-0.09658317329890134
2021-08-27,-0.11061660537458376
2021-08-30,-0.10600995279322288
2021-08-31,-0.09415696819138643
2021-09-01,-0.07783102811364716
2021-09-02,-0.057287017862934955
2021-09-03,-0.021636545046810524
2021-09-06,0.00836833104824402
2021-09-07,-0.003098761539343824
2021-09-08,0.004857955457422367
2021-09-09,0.0012186644570167284
2021-09-10,0.0011967764000088397
